ID,3.5mm jack,Battery,GPS Support,GPU,Internal Storage,Card slot,NFC,Name,OS,Price,Primary Camera,Clock Speed,SIM,Secondary Camera,Sensors,Weight,Resolution
302,Yes,3600,,,32 MB,Dedicated Slot,,Aqua Pearl Max,0,"‚¹1,298",1.3MP,312 MHz,Full Size SIM,,,,240 x 320$$Pixels
303,,1000,,,32 MB,Dedicated Slot,,Mido M11,,‚¹620,0.3MP,,,,,,320 x 240 Pixels
304,,2800,,,32 MB,Dedicated Slot,,Do M 20,,"‚¹1,000",0.3MP,,,,,,240 x 320$$Pixels
305,Yes,2600,,,16 GB,Dedicated Slot,,Samsung Galaxy J2 Pro ,Android Marshmallow 6.0.1,"‚¹7,690",8MP,1.5 GHz,Micro SIM,5MP,"Accelerometer Sensor, Proximity Sensor",,1280 x 720 Pixels
306,,1000,,,10 KB,Dedicated Slot,,Mido 1616,,‚¹599,0.3MP,,,,,,320 x 240 Pixels
307,,2500,,,32 GB,Hybrid Slot,,Coolpad Note 3S ,Android Marshmallow 6,"‚¹9,999",13MP,1.36 GHz,,,Fingerprint Sensor,167 g,1280 x 720 Pixels
308,,1450,,,4 GB,,,Intex Aqua 4G Mini ,Android Marshmallow 6,"‚¹2,680",5MP,1.3 GHz,,,,,480 x 800 Pixels
309,Yes,1200,,,32 MB,Dedicated Slot,,Lava Prime,,"‚¹1,649",0.3MP,,Full Size Sim,,,100 g,240 x 320$$Pixels
310,Yes,1000,,,1 MB,Dedicated Slot,,BlackZone Genius,No,‚¹619,0.3MP,1 MHz,,,,,320 x 240$$Pixels
311,,1000,,,32 MB,Dedicated Slot,,I-Plus i1,,‚¹699,0.03MP,0.05 MHz,,,,,120 x 160$$Pixels
312,,3000,,Adreno 505,32 GB,Dedicated Slot,,Asus Zenfone 4 Selfie ,Android Nougat 7,"‚¹9,999",13MP,1.4 GHz,,13MP,"Front Fingerprint Sensor, Accelerator, E-Compass, Gyroscope, Proximity Sensor, Ambient Light Sensor",144 g,1280 x 720 Pixels
313,Yes,1750,,,24 MB,Dedicated Slot,,Lava Captain K2,,‚¹959,0.3MP,1 MHz,Full Size,,,,120 x 160$$Pixels
314,,1500,,,1 MB,Dedicated Slot,,Fox 24 Karat Gold,,"‚¹1,599",0.3MP,1 MHz,,0.3MP,,,240 x 320$$Pixels
315,,1000,No,,10 KB,Dedicated Slot,No,Poya Vogue,0,‚¹649,0.3MP,0.5 MHz,,,,450 g,320 x 240$$Pixels
316,,1000,,,2.27 MB,,,Samsung Metro 313,,"‚¹2,120",0.3MP,208 MHz,,,,,640 x 480
317,,2200,,,16 GB,Dedicated Slot,,HTC Desire 630 ,Android Marshmallow 6,"‚¹10,290",8MP,1.6 GHz,Nano SIM,5MP,,140 g,1280 x 720
318,,1800,,,32 MB,Dedicated Slot,,MU M-230I,,"‚¹1,040",1.3MP,,,,,,320 x 480 Pixels
319,,3400,Yes,Adreno 540,128 GB,,Yes,Mi Mix 2 ,Android Nougat 7.1.1,"‚¹32,999",12MP,2.5 GHz,Nano SIM and Nano SIM,5MP,"Fingerprint Scanner, Ambient Light Sensor, Proximity Sensor, E-compass, Accelerometer, Gyroscope, Hall Sensor, Barometer",185 g,2160 x 1080 Pixels
