,Unnamed: 0,2G bands,3.5mm jack,3G Speed,3G bands,4G bands,Alert types,Announced,Audio Jack,Audio quality,Battery Capacity,Battery life,Bluetooth Support,Bluetooth Version,Browser,Browser.1,Build,Camera,Dimensions,Display Colors,Display Size,Display Type,EDGE,Expandable Storage,FM Radio,Features,GPRS,GPRS Features,GPS,GPS Support,GPU,Instant Message,Internal,Internal Storage,Internet Connectivity,Loudspeaker,Memory Card Slot Type,Messaging,Multitouch,Music play,NFC,Name,Operating System,Other Display Features,Performance,Price_INR,Primary Camera,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Processor Core,Processor Type,Protection,RAM,Resolution,SAR,SAR EU,SIM Size,SMS,Secondary Camera,Secondary Camera Available,Secondary Camera Features,Sensors,Stand-by,Status,Supported Networks,Talk time,USB,Video,WLAN,Weight,Wi-Fi Version
499,499,,,,,,,,3.5 mm,,,,Yes,4,,,,,,,4.7 inch,LED-backlit,,,,,,,,Yes,,,,32 GB,"4G, 3G, Wi-Fi, EDGE, GPRS",,,,,,Yes,Apple iPhone 6 ,iOS 9,"Multi-touch, IPS Display, Wide-angle Viewing, LED Backlit Wide Screen, 500 cd / m2 Maximum Brightness, Finger Print Resistant Oleophobic Coating on Front, Full sRGB Standard, Display Zoom, Dual-domain Pixels, Reachability",,"‚¹25,699",8MP,Yes,"iSight Camera, 1.5 Pixels, Auto Focus, Focus Pixels, f/2.2 Aperture, True Tone Flash, Five-element Lens, Hybrid IR Filter, Backside Illumination Sensor, Sapphire Crystal Lens Cover, Auto Image Stabilisation, Auto HDR for Photos, Improved Face Detection, Exposure Control, Panorama (Upto 43 MP), Burst Mode, Tap to Focus, Photo Geo-tagging, Timer Mode, Slow-motion Video: Shoot Video at 120 fps, Time-lapse Video, Cinematic Video Stabilisation, Continuous Auto Focus Video, Take Still Photos While Recording Video, Zoom - 3x, Video Geo-tagging",,,A8 Chip with 64-bit Architecture and M8 Motion Co-processor,,,1334 x 750 Pixels,,,Nano SIM,,1.2MP,Yes,"f/2.2 Aperture, HD Video Recording, Backside Illumination Sensor, Auto HDR for Photos and Videos, Improved Face Detection, Burst Mode, Exposure Control","Ambient Light Sensor, Proximity Sensor, Three-axis Gyro Sensor, Accelerometer, Fingerprint Identity Sensor, Barometer",,,4G LTE,,,,,129 g,802.11 a/b/g/n/ac
500,500,,,,,,,,,,3000 mAh,,,,,,,,,,2.8 inch,,,,,,,,,,,,,56 MB,,,Dedicated Slot,,,,,Intex Ultra Selfie,,,,"‚¹1,392",0.03MP,,,1 MHz,,,,56 MB,320 x 260$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
501,501,,,,,,,,3.5 mm,,3340 mAh,,Yes,v4.1,,,,,,16 M,5.5 inch,LTPS/a-si Display,,128 GB,Yes,,,"40 Kbit/s (UL), 60 Kbit/s (DL)",,Yes,,,,32 GB,"4G, 3G, Wi-Fi, GPRS, EDGE",,Hybrid Slot,,,,No,Honor 6X ,Android Marshmallow 6.0,Multi Touch Sensitive Screen,,"‚¹11,999",12MP + 2MP,Yes,"Auto Focus, Wide Aperture Mode, Professional Mode, Food Mode, Audio Control",2.1 GHz,Octa Core,Kirin 655,,3 GB,1920 x 1080 pixels,,,Nano SIM,Yes,8MP,Yes,"Fixed Focus, Makeup Mode, Perfect Selfie, Beauty Mode, Panorama, HDR, Watermark, Audio Note, Ultra Snapshot, Best Photo, Smile Snapshot, Timer Function, Touch to Capture, Time Lapse Mode","Hall Effect Sensor, Fingerprint Sensor, Proximity Sensor, Ambient Light Sensor, Compass, Gravity Sensor, Phone Status Indicator",,,"4G VoLTE, 4G LTE",,,,,162 g,802.11 b/g/n
502,502,,,,,,,,3.5 mm,,1500 mAh,,Yes,,,,,,,,4 inch,,,32 GB,,,,,,,,,,8 GB,,,Dedicated Slot,,,,,Karbonn A1 INDIAN 4G with VoLTE ,Android Nougat 7.0,,,"‚¹2,999",3.2MP,Yes,,1.1 GHz,Quad Core,,,1 GB,480 x 800 Pixels,,,,Yes,2MP,Yes,,,,,"4G VoLTE, GSM",,,,,116 g,
503,503,,,,,,,,3.5 mm,,2000 mAh,,Yes,,,,,,,65K,5 inch,TFT,,32 GB,Yes,,,,,Yes,,Yes,,16 GB,"3G, 2G",,Dedicated Slot,,,,No,Gionee P5_W ,Android Lollipop 5.1,,,"‚¹4,240",5MP,Yes,,1.3 GHz,Quad Core,Mediatek MT6580 Quad Core 1.3GHz,,1 GB,2592x1944,,,Micro sim,Yes,2MP,Yes,,"Accelerometer, Proximity, Motion Sensor, E-Compass, G- sensor",,,"GSM, WCDMA",,,,,,802.11b
504,504,,,"HSDPA, HSUPA",,,,,3.5 mm,,3000 mAh,,Yes,4.2,,,,,,,5.7 inch,IPS,,128 GB,Yes,,,Class 12,,Yes,"Adreno 505, 450 MHz",,,64 GB,"4G, 3G, Wi-Fi, GPRS, EDGE, WAP",,Dedicated Slot,,,,,Micromax Canvas Infinity Pro ,Android Nougat 7,"18:9 Ratio, 4 Pinch Zoom, 5-point Multitouch",,"‚¹11,999",16MP,Yes,"Auto Focus, 4 Zoom Level, Brightness Level - Rear Flash (240 nits), Multi Shot",1.4 GHz,Octa Core,Qualcomm Snapdragon 430 MSM8937 Cortex A53,,4 GB,1440 x 720 Pixels,,,Micro SIM and Micro SIM,Yes,20MP + 8MP,Yes,"8 MP (Dual Fixed Focus), Brightness Level - Front Flash (95 nits)","Proximity Sensor, Light Sensor, Accelerometer, Gyro, Magnetic Sensor (Compass), Hall IC",,,"4G VoLTE, UMTS, GSM, 4G LTE",,,,,,802.11b/g/n
505,505,,,HSPA+ 42.2 Mbps,,,,,3.5 mm,,2400 mAh,,Yes,4.1,,,,,,,5 inch,TFT,,256 GB,,,,,,Yes,ARM Mali T720 MP1,,,32 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,,Samsung Galaxy J5 Prime ,Android Marshmallow 6,,,"‚¹11,990",13MP,Yes,,1.4 GHz,Quad Core,Exynos 7570 Quad Core 1.4GHz,,3 GB,1280 x 720,,,Micro SIM,Yes,5MP,Yes,,"Accelerometer, Light Sensor, Proximity Sensor",,,"UMTS, UMTS",,,,,,802.11 b/g/n
506,506,,,,,,,,3.5 mm,,1500 mAh,,Yes,,,,,,,,4 inch,,,32 GB,,,,,,,,,,8 GB,,,Dedicated Slot,,,,,Karbonn A1 INDIAN 4G with VoLTE ,Android Nougat 7.0,,,"‚¹2,999",3.2MP,Yes,,1.1 GHz,Quad Core,,,1 GB,480 x 800 Pixels,,,,Yes,2MP,Yes,,,,,"4G VoLTE, GSM",,,,,116 g,
507,507,,,,,,,,,,2900 mAh,,Yes,4,,,,,,16 M,5.2 inch,IPS TFT,,256 GB,,,,,,Yes,Adreno 505,,,32 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,,OPPO A57 ,Android Marshmallow 6,"Multi-touch, Gorilla Glass 4, Support for Gloved and Wet Touch Input",,"‚¹13,300",13MP,Yes,"f/2.2 Aperture, Light Sensitive Stacked CMOS Sensor, PDAF",1.4 GHz,Octa Core,Qualcomm Snapdragon 435 Octa Core 1.4GHz,,3 GB,1280 x 720 Pixels,,,Nano SIM and Nano SIM,Yes,16MP,Yes,"f/2.0 Aperture, Beautify 4.0, Selfie, Hand Gesture with Bokeh Effect","Fingerprint Sensor, Distance Sensor, Light Sensor, G-sensor, E-compass",,,"4G LTE, 4G VoLTE",,,,,147 g,802.11 b/g/n
508,508,,,,,,,,,,950 mAh,,,,,,,,,,1.8 inch,,,16 GB,Yes,,,,,,,,,16 MB,,,Dedicated Slot,,,,,Gfive N9,,,,‚¹639,0.3MP,Yes,,,,,,32 MB,240 x 260 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
509,509,,,HSPA,,,,,3.5 mm,,3050 mAh,,Yes,4,,,,,,16 M,5.5 inch,IPS LCD,,32 GB,Yes,,,,,Yes,Mali-T860,Yes,,16 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,,Coolpad Mega 3 ,Android Marshmallow 6,"71.3% Screen-to-body Ratio, 5-fingers Multi-touch, Scratch-resistant Glass",,"‚¹7,999",8MP,Yes,"f/2.2, Autofocus, Geo-tagging, Touch Focus, Face Detection, HDR, Panorama",1.2 GHz,Quad Core,Mediatek MT6737 Quad Core 1.2GHz,,2 GB,1280 x 720 pixels,,,Nano SIM,Yes,8MP,Yes,f/2.2,"Accelerometer, Proximity",,,"4G LTE, WCDMA, WCDMA",,,,,170 g,802.11 b/g/n
510,510,,,,,,,,3.5MM,,1700 mAh,,Yes,2.1,,,,,,262K,2.4 inch,QVGA,,16 MB,Yes,,,Class 12,,,,,,32 MB,2G,,,,,,,Mtech M15 PRO,,,,"‚¹1,349",0.3MP,Yes,,,,,,32 MB,240 X 320 Pixels,,,Normal,Yes,,,,,,,"GSM, GSM",,,,,13.15 g,
511,511,,,HSPA+,,,,,,,2700 mAh,,Yes,4.2,,,,,,,6 inch,,,256 GB,,,,,,Yes,,,,64 GB,"4G, 3G, Wi-Fi, GPRS, EDGE",,Dedicated Slot,,,,Yes,Sony Xperia XA1 Ultra Dual ,Android Nougat 7,"Image Enhance Technology, Corning Gorilla Glass, Borderless Screen with 2.5D Curved Glass",,"‚¹31,990",23MP,Yes,"1/2.3 inch Exmor RS for Mobile Image Sensor, Hybrid Autofocus, Quick Launch and Capture, Low-Light Photo: ISO6400, 24 mm Wide-angle F2.0 Lens, 5x Clear Image Zoom, Steady Shot, Low-light Photo: ISO 6400",2.3 GHz,Octa Core,Helio P20 64-bit,,4 GB,1920 x 1080 pixels,,,Nano SIM,Yes,16MP,Yes,"1/2.6 inch Exmor R for Mobile for Mobile Image Sensor, Low-light Photo: Upto ISO 6400, 23 mm Wide-angle Lens F2.0, OIS (Optical Image Stabilisation), Selfie",,,,"4G LTE, 4G LTE",,,,,188 g,
512,512,,,,,,,,3.5 mm,,1800 mAh,,Yes,,,,,,,,2.4 inch,TFT,,16 GB,Yes,,,,,,,,,,,,Dedicated Slot,,,,,Gfive Z15,,,,‚¹750,0.3MP,Yes,,,,,,,240 x 320 Pixels,,,Normal SIM,Yes,,,,,,,"GSM, GSM, GSM, GSM",,,,,,
513,513,,,,,,,,3.5 mm,,1715 mAh,,Yes,4.2,,,,,,16 M,4.7 inch,LED Backlit IPS LCD,,,,,,,,Yes,PowerVR GT7600 (Six-core Graphics),,,32 GB,"3G, 4G, Wi-Fi, GPRS, EDGE",,,,,,Yes,Apple iPhone 6s ,iOS 9,"Retina HD Display with 3D Touch, LED Backlit Widescreen, 326 PPI, 500 cd/m2 Maximum Brightness, Full sRGB Standard, Dual Domain Pixels for Wide Viewing Angles, Fingerprint Resistant Oleophobic Coating, Display Zoom, Reachability",,"‚¹34,999",12MP,Yes,,1.84 GHz,Dual Core,Apple A9 64-bit processor and Embedded M9 Motion Co-processor,,,750 x 1334 Pixels,,,Nano Sim,Yes,5MP,Yes,"720p HD Video Recording, Retina Flash, f/2.2 Aperture, Auto HDR for Photos and Videos, Backside Illumination Sensor, Exposure Control, Burst Mode, Timer Mode, Face Detection","Touch ID Fingerprint Sensor, Barometer, Three-axis Gyro Sensor, Accelerometer, Proximity Sensor, Ambient Light Sensor, Digital Compass",,,4G LTE,,,,,143 g,802.11 a/b/g/n/ac
514,514,,,,,,,,,,700 mAh,,,,,,,,,,1.44 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,MU M370,,,,‚¹860,0.3MP,,,1.2 MHz,,,,32 MB,320 x 240$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
515,515,,,,,,,,3.5 mm,,1000 mAh,,Yes,,,,,,,,1.8 inch,,,8 GB,Yes,,,,,,,,,64 MB,,,Dedicated Slot,,,,,I Kall K3310 Combo Of Two Mobile,,,,"‚¹1,499",0.3MP,Yes,,,,,,32 MB,128 x 160 Pixels,,,,Yes,,,,,,,"GSM, GSM",,,,,,
516,516,,,,,,,,3.5 mm,,1200 mAh,,Yes,,,,,,,,2.4 inch,,,32 GB,Yes,,,,,No,,No,,32 MB,No,,Dedicated Slot,,,,,Lava Prime,,,,"‚¹1,649",0.3MP,,,1 MHz,,,,32 MB,240 x 320$$Pixels,,,,Yes,,No,,,,,"GSM, GSM",,,,,,
517,517,,,,,,,,,,1200 mAh,,Yes,3.0,,,,,,,2.4 inch,,,,Yes,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Micromax X706,,,,"‚¹1,279",0.3MP,Yes,,,,,,32 MB,240 x 320 Pixels,,,,Yes,,,,,,,"GSM, GSM",,,,,,
518,518,,,,,,,,3.5 mm,,1000 mAh,,Yes,2,,,,,,65 K,1.8 inch,TFT,,8 GB,Yes,,,"Class 12, 48 kbps, 85.6 kbps",,,,,,32 KB,WAP,,,,,,Yes,JIVI 12M,,Big And Bright Display,,‚¹598,,,Mobile Phone Without Camera,,,,,1 MB,169 X 128 Pixel,,,Normal,Yes,,,,,,,"GSM, GSM",,,,,95 g,
519,519,,,,,,,,,,4000 mAh,,,,,,,,,,2.4 inch,,,,,,,,,,,,,,,,Hybrid Slot,,,,,Ziox Thunder Mega,,,,"‚¹1,349",0.3MP,,,,,,,128 MB,240 x 320 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
520,520,,,,,,,,3.5 mm,,2500 mAh,,Yes,,,,,,,,5 inch,FWVGA,,32 GB,Yes,,,,,Yes,Mali-400,Yes,,8 GB,3G,,Hybrid Slot,,,,,Swipe Konnect Grand ,Android Marshmallow 6,Toughened Glass,,"‚¹2,999",5MP,Yes,Flash Supports,1.2 GHz,Quad Core,SC7731C,,1 GB,480 x 854 Pixels,,,Micro SIM,Yes,2MP,Yes,,"G-Sensor, Proximity Sensor",,,"WCDMA, GSM",,,,,105 g,
521,521,,,,,,,,,,1500 mAh,,,,,,,,,,2.4 inch,QVGA,,32 GB,,,,,,,,,,34 KB,,,,,,,,Intex Turbo S5,Symbian Series 40 N/A,,,"‚¹1,427",0.3MP,,,,Single Core,,,,240 x 320 pixels,,,,,,,,,,,"GSM, GSM",,,,,,
522,522,,,,,,,,,,700 mAh,,Yes,3,,,,,,,2.2 inch,,,8 GB,Yes,,,,,,,,,256 MB,,,,,,,,Seniorworld Easyfone,0.2,,,"‚¹3,071",0.3MP,Yes,,1.2 MHz,,,,32 MB,240 x 320 Pixels,,,Full size SIM,Yes,,,,,,,GSM,,,,,85 g,
523,523,,,HSPA,,,,,,,2300 mAh,,Yes,4,,,,,,,5 inch,,,128 GB,Yes,,,Class 12,,Yes,,,,16 GB,"4G, 3G, Wi-Fi, GPRS, EDGE",,Dedicated Slot,,,,,Gionee P7 ,Android Marshmallow 6,IPS Display with Soda Lime Protection,,"‚¹6,699",8MP,Yes,"Face Beauty, HDR, Night Mode, Panorama, Professional, Time Lapse, Smart Scene, Text Recognition, GIF, PicNote, Smart Scan, Mood Photo",1.3 GHz,Quad Core,,,2 GB,1280 x 720 Pixels,,,Micro SIM,Yes,5MP,Yes,,"Digital Compass, G Sensor (Auto Rotation), Proximity Sensor, Light Sensor, Accelerometer",,,"4G LTE, 4G LTE",,,,,167 g,802.11 b/g/n
524,524,,,"HSPA+ (42 Mbit/s DL, 11 Mbit/s UL)",,,,,3.5 mm,,2000 mAh,,Yes,4,,,,,,16 M,5 inch,TFT,,32 GB,Yes,,,,,Yes,,,,8 GB,"4G, 3G, Wi-Fi, GPRS, EDGE",,,,,,,Alcatel Pixi4 ,Android Marshmallow 6,TN Display,,"‚¹4,300",8MP,Yes,,1 GHz,Quad Core,MTK6735M,,1 GB,854 x 480 Pixels,,,,Yes,5MP,Yes,,"G-Sensor, Proximity Sensor",,,"4G LTE, 4G LTE",,,,,,802.11 b/g/n
525,525,,,,,,,,3.5 mm,,3505 mAh,,Yes,4.2,,,,,,,4.5 inch,,,2 TB,Yes,,,,,Yes,,Yes,,64 GB,,,Dedicated Slot,,,,Yes,Blackberry Keyone ,Android Nougat 7.1,,,"‚¹35,890",12MP,Yes,,2.0 GHz,Octa Core,Qualcomm Snapdragon 625,,4 GB,1620 x 1080$$Pixels,,,Nano SIM,Yes,8MP,Yes,,"Accelerometer, Magnetometer, Gyroscope, Proximity, Ambient Light, Hall Sensor",,,"4G VoLTE, GSM",,,,,,
526,526,,,,,,,,,,1800 mAh,,,,,,,,,,2.4 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,MU M6,,,,‚¹875,1.3MP,Yes,,1.2 MHz,,,,32 MB,320 x 480 pixels,,,,,,,,,,,"GSM, GSM",,,,,,
527,527,,,,,,,,,,2000 mAh,,Yes,4,,,,,,,5 inch,IPS,,32 GB,,,,,,Yes,,,,16 GB,"3G, 4G, EDGE, GPRS, Wi-Fi",,Hybrid Slot,,,,,Panasonic P77 ,Android Lollipop 5.1,Touch Panel,,"‚¹4,999",8MP,Yes,"4P lens Element, Aperture F/N 2.4 Modes: HDR, Panoromic",1.0 GHz,Quad Core,MediaTek MTK6735P Quad Core 1 GHz,,1 GB,1280 x 720 Pixels,,,Micro SIM and Nano SIM,Yes,2MP,Yes,"3P lens Elements, Aperture F/N 2.4, Modes: Beauty Mode","Accelerometer, Proximity Sensor, Ambient Light Sensor",,,"4G VoLTE, UMTS, GSM, 4G LTE, WCDMA",,,,,126 g,802.11 b/g/n
528,528,,,,,,,,,,800 mAh,,,,,,,,,,1.8 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Zen X58,,,,‚¹839,1.3MP,,,312 MHz,,,,32 MB,120 x 160 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
529,529,,,,,,,,3.5 mm,,1750 mAh,,Yes,,,,,,,,2.4 inch,QVGA,,16 GB,Yes,,,,,,,No,,20 MB,,,Dedicated Slot,,,,,Lemon 212,No,,,"‚¹1,150",0.3MP,Yes,,1 MHz,,,,1 MB,240 x 160$$Pixels,,,,Yes,,No,,,,,"GSM, GSM",,,,,,
530,530,,,,,,,,,,800 mAh,,,,,,,,,,1.8 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Zen Atom 103 Plus,,,,‚¹739,1.3MP,,,312 MHz,,,,32 MB,120 x 160 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
531,531,,,"21 Mbps HSDPA; 5.76 Mbps HSUPA, HSPA+",,,,,3.5 mm,,2070 mAh,,Yes,4,,,,,,,4.5 inch,,,64 GB,Yes,,,,,Yes,Adreno 302; 400 MHz,,,8 GB,"3G, Wi-Fi",,,,,,,Asus Zenfone Go ,Android Lollipop 5.1.1,"GFF Touch Panel (Support AS-Coating), Twisted Nematic Display, 380 nits",,"‚¹4,299",5MP,Yes,Auto Focus,1.2 GHz,Quad Core,Qualcomm Snapdragon 200,,1 GB,854 x 480 Pixels,,,,Yes,0.3MP,Yes,Fixed Focus,"Accelerometer, Proximity Sensor, Ambient Light Sensor, eCompass",,,"GSM, WCDMA",,,,,122.5 g,802.11 n
532,532,,,"HSDPA (Downlink Speed): 21 Mbps, HSUPA (Uplink Speed): 5.76 Mbps",,,,,,,2000 mAh,,Yes,4,,,,,,,5 inch,IPS,,64 GB,Yes,,,,,Yes,,,,8 GB,"3G, Wi-Fi, WAP",,Dedicated Slot,,,,,Micromax Bolt Supreme 4 ,Android Marshmallow 6,,,"‚¹4,799",8MP,Yes,,1.3 GHz,Quad Core,Mediatek MT6580 Quad Core 1.3GHz,,1 GB,1280 x 720 Pixels,,,,Yes,5MP,Yes,,,,,"GSM, WCDMA",,,,,,802.11 b/g/n
533,533,,,,,,,,3.5 mm,,2700 mAh,,Yes,,,,,,,,5.2 inch,,,128 GB,,,,,,,,,,32 GB,,,Hybrid Slot,,,,,Comio S1 4G ,Android Nougat 7.0,,,"‚¹8,499",13MP,Yes,"Auto Focus, Flash, 5P Lens, F 2.0 Aperture",1.3 GHz,Quad Core,,,2 GB,1280 x 720 Pixels,,,,,8MP,Yes,"8 MP Front Camera with Â Flash , 4 P Lens and Â F 2.0.",,,,4G VoLTE,,,,,159 g,
534,534,,,,,,,,,,1800 mAh,,,,,,,,,,2.4 inch,,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Ssky S9007 Rainbow,,,,"‚¹1,070",1.3MP,,,1.2 MHz,,,,35 MB,129 x 119$$Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
535,535,,,,,,,,,,2000 mAh,,Yes,4,,,,,,,5 inch,IPS,,128 GB,,,,,,Yes,,,,16 GB,"4G, 3G, EDGE, GPRS, Wi-Fi",,Hybrid Slot,,,,,Panasonic P99 ,Android Nougat 7,Asahi Glass Display,,"‚¹5,499",8MP,Yes,"5P Lens Element, F2.2 Aperture, Modes: Beauty / HDR / Burst Shot / Night / Professional / Watermark / Panorama",1.25 GHz,Quad Core,MT6737,,2 GB,1280 x 720 Pixels,,,Nano SIM and Nano SIM,Yes,5MP,Yes,"Element Lens 3P, Aperture 2.2, Modes: Beauty / HDR / Burst Shot / Watermark","Accelerometer, Proximity Sensor, Ambient Light",,,"GSM, 4G LTE",,,,,145 g,802.11b/g/n
536,536,,,,,,,,3.5 mm,,1200 mAh,,Yes,,,,,,,,1.8 inch,,,32 GB,Yes,,,,,,,,,64 MB,,,Dedicated Slot,,,,,1+1=2 D1 Dual Sim Combo of Two Mobile,0,,,"‚¹1,119",0.3MP,Yes,,,,,,32 MB,128 x 160$$Pixels,,,,Yes,,No,,,,,"GSM, GSM",,,,,,
537,537,,,,,,,,3.5 mm,,800 mAh,,Yes,2,,,,,,65 K,2.4 inch,TFT,,8 GB,Yes,,,,,,,,,,,,Dedicated Slot,,,,,JIVI N201 Selfie,,,,‚¹849,1.3MP,Yes,Good Quality Camera,1 MHz,,,,0.032 MB,240 x 320 pixels,,,Normal SIM,Yes,0.3MP,Yes,,,,,"GSM, GSM",,,,,,
538,538,,,,,,,,3.5 mm,,950 mAh,,Yes,,,,,,,,1.8 inch,,,8 GB,Yes,,,,,,,,,64 MB,,,Dedicated Slot,,,,,GLX W8,0,,,‚¹569,0.3MP,Yes,,,,,,32 MB,128 x 160$$Pixels,,,,Yes,,No,,,,,"GSM, GSM",,,,,,
539,539,,,,,,,,,,1200 mAh,,,,,,,,,,1.8 inch,,,,,,,,,,,,,20 MB,,,Dedicated Slot,,,,,Reach Cogent Mini,,,,‚¹899,0.03MP,,,,,,,10 MB,320 x 480 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
540,540,,,,,,,,3.5 mm,,1200 mAh,,Yes,,,,,,,,1.8 inch,,,32 GB,Yes,,,,,,,,,64 MB,,,Dedicated Slot,,,,,1+1=2 D7,0,,,‚¹569,0.3MP,Yes,,,,,,32 MB,128 x 160$$Pixels,,,,Yes,,No,,,,,"GSM, GSM",,,,,,
541,541,,,,,,,,,,1050 mAh,,,,,,,,,,2.4 inch,TFT,,,,,,,,,,,,32 MB,,,,,,,,Adcom 201,,,,"‚¹1,111",0.3MP,,,,,,,32 MB,240 x 320,,,Normal,Yes,,,,,,,"GSM, GSM",,,,,125 g,
542,542,,,21 Mbps HSDPA,,,,,3.5 mm,,1800 mAh,,Yes,,,,,,,,4.7 inch,AMOLED,,32 GB,,,,,,Yes,,,,4 GB,"3G, WAP, Wi-Fi",,,,,,No,Karbonn Titanium S4 ,Android Jelly Bean 4.2,"Pinch-to-Zoom, Multi-touch",,"‚¹13,298",13MP,Yes,"Auto Focus, Flash Support",1.2 GHz,Quad Core,,,1 GB,1280 x 720 Pixels,,,,,2MP,Yes,,"Ambient Light Sensor, Proximity Sensor, Accelerometer",,,"GSM, GSM",,,,,,802.11 b/g/n
543,543,,,,,,,,3.5 mm,,3000 mAh,,Yes,4.2,,,,,,,5.5 inch,IPS,,256 GB,,,,,,Yes,ARM MaIi - T860 MP2,,,32 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,,VIVO Y69 ,Android Nougat 7.0,2.5D Glass and Eye Protection Mode,,"‚¹13,990",13MP,Yes,"Normal, Face Beauty, Panorama, HDR, Night, PPT, Pro, Video, Live Photo, Ultra HD Photos",1.5 GHz,Octa Core,Mediatek MT6750 Octa Core 1.5GHz,,3 GB,1280 x 720 pixels,,,Nano SIM and Nano SIM,Yes,16MP,Yes,"Normal, Face Beauty, Live Photo, Video, Bokeh Mode, Group Selfie, Moonlight Selfie, Face Access","Fingerprint Sensor, Accelerometer, Ambient Light Sensor, Proximity Sensor, E-compass and Virtual Gyroscope",,,"4G VoLTE, GSM, 4G LTE, WCDMA",,,,,162.8 g,
544,544,,,,,,,,,,1700 mAh,,,,,,,,,,2.4 inch,TFT,,,,,,,,,,,,32 MB,,,Dedicated Slot,,,,,Kechaoda Stylish Bold K101,,,,"‚¹1,040",0.03MP,,,,,,,32 MB,280 x 360 Pixels,,,,,,,,,,,"GSM, GSM",,,,,,
545,545,,,,,,,,3.5 mm,,950 mAh,,Yes,,,,,,,,1.8 inch,,,8 GB,Yes,,,,,,,,,64 MB,,,Dedicated Slot,,,,,GLX W5 Combo of Two Mobiles,0,,,"‚¹1,119",0.3MP,Yes,,,,,,32 MB,128 x 160$$Pixels,,,,Yes,,No,,,,,"GSM, GSM",,,,,,
546,546,,,,,,,,,,2500 mAh,,,,,,,,,,5.5 inch,IPS,,32 GB,,,,,,,,,,32 GB,"4G, 3G",,Hybrid Slot,,,,,Coolpad Note 3S ,Android Marshmallow 6,"Curved and Dual Glass, 2.5D Glass",,"‚¹9,999",13MP,Yes,,1.36 GHz,Octa Core,qualcomm Qualcomm Snapdragon Octa Core 1.36GHz,,3 GB,1280 x 720 Pixels,,,,Yes,,Yes,,Fingerprint Sensor,,,"4G LTE, 4G LTE",,,,,167 g,
547,547,,,,,,,,3.5 mm,,850 mAh,,Yes,,,,,,,,1.8 inch,,,16 GB,Yes,,,,,,,,,64 MB,,,Dedicated Slot,,,,,Peace P4 Combo of Two Mobiles,0,,,"‚¹1,019",0.3MP,Yes,,,,,,32 MB,128 x 160$$Pixels,,,,Yes,,,,,,,"GSM, GSM",,,,,,
548,548,,,21 Mbps HSDPA; 5.76 Mbps HSUPA,,,,,3.5 mm,,2000 mAh,,Yes,4,,,,,,,4.7 inch,LCD,,32 GB,Yes,,,,,Yes,Mali-400 MP2,,,4 GB,"3G, Wi-Fi, GPRS",,Dedicated Slot,,,,No,Micromax Unite 2 A106 ,Android KitKat 4.4.2,"Pinch-to-Zoom, Auto-rotate, IPS Display",,"‚¹6,799",5MP,Yes,"Auto Focus, Flash Support, Face Beauty Mode, Live Photo Mode, HDR Mode, Panorama Shots",1.3 GHz,Quad Core,MT6582M,,1 GB,800 x 480 Pixels,,,,,2MP,Yes,Fixed Focus,"Accelerometer, Gravity Sensor, Proximity Sensor",,,"GSM, GSM",,,,,,
549,549,,,,,,,,3.5,,2630 mAh,,Yes,,,,,,,,5 inch,IPS LCD,,128,,,,,,,ARM Mali T720,,,16 GB,"4G, 3G, Wi-Fi",,Dedicated Slot,,,,Yes,Nokia 3 ,Android Nougat 7,"Aspect Ratio: 16:9, 2.5D Sculpted with Polarized Corning Gorilla Glass, Brightness 450 nits Laminated",,"‚¹8,390",8MP,Yes,"Auto Focus, 1.12 micrometer, f/2",1.3 GHz,Quad Core,MTK 6737,,2 GB,1280 x 720,,,Micro SIM,Yes,8MP,Yes,"1.12 micrometer, f/2, FOV 84Degrees, Selfies, Autofocus","Accelerometer (G-sensor), Ambient Light Sensor, E-compass, Gyroscope, Proximity Sensor",,,4G LTE,,,,,,
